0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	
1.7040875779	2.7928018307	3.8936169061	5.0068449128	6.1328054135	7.2718253849	8.4242391658	9.5903883914	10.7706219143	11.9652957114	13.1747727759	14.3994229938	15.6396230053	16.8957560486	18.1682117875	19.4573861212	20.7636809755	22.0875040760	23.4292687013	24.7893934164	26.1683017865	27.5664220683	28.9841868815	30.4220328568	31.8804002626	33.3597326079	34.8604762221	36.3830798108	37.9279939875	39.4956707801	41.0865631131	42.7011242635	44.3398072919	46.0030644470	47.6913465441	49.4051023174	51.1447777458	52.9108153516	54.7036534735	56.5237255118	58.3714591484	60.2472755390	62.1515884801	64.0848035496	66.0473172213	68.0395159552	70.0617752618	72.1144587427	74.1979171074	76.3124871675	78.4584908074	80.6362339356	82.8460054136	85.0880759670	87.3626970773	89.6700998575	92.0104939112	94.3840661783	96.7909797672	99.2313727765	101.7053571066	104.2130172646	106.7544091628	109.3295589140	111.9384616248	114.5810801905	117.2573440922	119.9671481996	122.7103515820	125.4867763301	128.2962063903	131.1383864157	134.0130206365	136.9197717512	139.8582598436	142.8280613279	145.8287079245	148.8596856707	151.9204339689	155.0103446761	158.1287612376	161.2749778686	164.4482387868	167.6477375001	170.8726161518	174.1219649278	177.3948215281	180.6901707067	184.0069438836	187.3440188305	190.7002194353	194.0743155475	197.4650229077	200.8710031642	204.2908639793	207.7231592285	211.1663892943	214.6190014578	218.0793903899	221.5458987442	
2.0222650827	3.3255785729	4.6453213100	5.9832374500	7.3411242274	8.7208311941	10.1242593328	11.5533600406	13.0101339775	14.4966297759	16.0149426068	17.5672125990	19.1556231053	20.7823988145	22.4498037031	24.1601388240	25.9157399292	27.7189749225	29.5722411401	31.4779624551	33.4385862064	35.4565799463	37.5344280088	39.6746278951	41.8796864767	44.1521160159	46.4944300035	48.9091388150	51.3987451869	53.9657395151	56.6125949774	59.3417624855	62.1556654686	65.0566944943	68.0472017340	71.1294952766	74.3058333008	77.5784181124	80.9493900563	84.4208213145	87.9947095997	91.6729717572	95.4574372886	99.3498418107	103.3518204651	107.4649012941	111.6904986005	116.0299063085	120.4842913450	125.0546870611	129.7419867143	134.5469370326	139.4701318835	144.5120060697	149.6728292766	154.9527001933	160.3515408354	165.8690910906	171.5049035151	177.2583384061	183.1285591743	189.1145280438	195.2150021038	201.4285297373	207.7534474519	214.1878771352	220.7297237603	227.3766735617	234.1261927041	240.9755264637	247.9216989409	254.9615133216	262.0915527020	269.3081814922	276.6075474085	283.9855840652	291.4380141728	298.9603533482	306.5479145391	314.1958130630	321.8989722575	329.6521297384	337.4498442552	345.2865031360	353.1563303053	361.0533948614	368.9716201918	376.9047936057	384.8465764603	392.7905147507	400.7300501375	408.6585313770	416.5692261216	424.4553330531	432.3099943114	440.1263081773	447.8973419700	455.6161451134	463.2757623304	470.8692469179	
2.1638634956	3.5537747142	4.9679549228	6.4119266500	7.8913776001	9.4121550005	10.9802593340	12.6018374412	14.2831749763	16.0306882012	17.8509151049	19.7505058353	21.7362124330	23.8148778580	25.9934243017	28.2788407808	30.6781700080	33.1984945425	35.8469222212	38.6305708771	41.5565523552	44.6319558376	47.8638304953	51.2591674881	54.8248813365	58.5677906969	62.4945985728	66.6118720035	70.9260212731	75.4432786899	80.1696769921	85.1110274394	90.2728976567	95.6605893014	101.2791156315	107.1331790557	113.2271487544	119.5650384615	126.1504845070	132.9867242187	140.0765747903	147.4224127240	155.0261539590	162.8892347997	171.0125937604	179.3966544420	188.0413095576	196.9459062236	206.1092326300	215.5295062028	225.2043633655	235.1308510050	245.3054197394	255.7239190794	266.3815945680	277.2730869735	288.3924336024	299.7330717871	311.2878445930	323.0490087768	335.0082450153	347.1566704101	359.4848532603	371.9828300797	384.6401248227	397.4457702649	410.3883314731	423.4559312832	436.6362776895	449.9166930376	463.2841448975	476.7252784829	490.2264504704	503.7737640616	517.3531051238	530.9501792342	544.5505494487	558.1396746093	571.7029480006	585.2257361655	598.6934176882	612.0914217522	625.4052662873	638.6205955203	651.7232167504	664.6991361788	677.5345936270	690.2160959910	702.7304492874	715.0647891571	727.2066097085	739.1437905915	750.8646222079	762.3578289792	773.6125906038	784.6185612528	795.3658866664	805.8452191255	816.0477302891	825.9651219004	
2.2445282150	3.6850794656	5.1650029281	6.6975134526	8.2961985165	9.9749948374	11.7481629020	13.6302593714	15.6361073326	17.7807643701	20.0794884405	22.5477015419	25.2009511810	28.0548696499	31.1251311396	34.4274067292	37.9773173068	41.7903844919	45.8819796492	50.2672710998	54.9611696588	59.9782726451	65.3328065344	71.0385684453	77.1088666744	83.5564605165	90.3934996296	97.6314632291	105.2810994136	113.3523649506	121.8543658656	130.7952992007	140.1823963209	150.0218681626	160.3188528295	171.0773659471	182.3002541922	193.9891524140	206.1444447593	218.7652302037	231.8492928791	245.3930775701	259.3916707240	273.8387872974	288.7267637207	304.0465572318	319.7877517804	335.9385706614	352.4858959822	369.4152950178	386.7110534459	404.3562153990	422.3326302086	440.6210056567	459.2009674863	478.0511248692	497.1491414654	516.4718116590	535.9951415039	555.6944338640	575.5443771964	595.5191373862	615.5924520174	635.7377264403	655.9281309803	676.1366986306	696.3364225650	716.5003528208	736.6016915121	756.6138859591	776.5107191443	796.2663969428	815.8556316124	835.2537210741	854.4366235616	873.3810272682	892.0644146774	910.4651213134	928.5623887085	946.3364114376	963.7683781249	980.8405063862	997.5360717156	1013.8394303790	1029.7360364212	1045.2124529375	1060.2563577946	1074.8565440267	1089.0029151595	1102.6864757385	1115.8993173621	1128.6346005434	1140.8865327161	1152.6503427430	1163.9222522544	1174.6994441762	1184.9800287744	1194.7630075747	1204.0482354755	1212.8363813748	
2.2979418618	3.7789585008	5.3256578287	6.9648076961	8.7238704427	10.6309315746	12.7146227966	15.0040393599	17.5286517095	20.3182114504	23.4026516884	26.8119818433	30.5761770801	34.7250625555	39.2881927358	44.2947261031	49.7732956346	55.7518755101	62.2576445782	69.3168471854	76.9546520551	85.1950099792	94.0605111645	103.5722431525	113.7496503022	124.6103958956	136.1702279806	148.4428501217	161.4397982663	175.1703249617	189.6412921715	204.8570739388	220.8194701186	237.5276323689	254.9780035268	273.1642714198	292.0773380650	311.7053050889	332.0334760644	353.0443763091	374.7177905143	397.0308183947	419.9579483503	443.4711489311	467.5399776866	492.1317067752	517.2114645014	542.7423917526	568.6858121181	595.0014143017	621.6474452815	648.5809125410	675.7577935820	703.1332508479	730.6618501306	758.2977805051	785.9950738396	813.7078219577	841.3903895896	868.9976213298	896.4850409327	923.8090414019	950.9270644805	977.7977683121	1004.3811822187	1030.6388477220	1056.5339451243	1082.0314051567	1107.0980053809	1131.7024512210	1155.8154416665	1179.4097198567	1202.4601088991	1224.9435334171	1246.8390274326	1268.1277293035	1288.7928645132	1308.8197171821	1328.1955912296	1346.9097621404	1364.9534203291	1382.3196070799	1399.0031440692	1415.0005574221	1430.3099972590	1444.9311536446	1458.8651697973	1472.1145533773	1484.6830866361	1496.5757361192	1507.7985625779	1518.3586316629	1528.2639259902	1537.5232589514	1546.1461907807	1554.1429471579	1561.5243406750	1568.3016954633	1574.4867750726	1580.0917138412	
2.3375536796	3.8599702395	5.4901673645	7.2766378738	9.2690028498	11.5178318736	14.0744502203	16.9907330932	20.3188870796	24.1112191358	28.4198935438	33.2966774416	38.7926757007	44.9580561176	51.8417660871	59.4912421465	67.9521140034	77.2679048944	87.4797303544	98.6259977069	110.7421088070	123.8601687710	138.0087036123	153.2123898525	169.4917992951	186.8631622196	205.3381522786	224.9236963443	245.6218124586	267.4294788806	290.3385369986	314.3356305838	339.4021834978	365.5144175494	392.6434117127	420.7552033918	449.8109318466	479.7670232966	510.5754166053	542.1838278303	574.5360513204	607.5722944642	641.2295426577	675.4419505798	710.1412554506	745.2572076154	780.7180135475	816.4507862109	852.3819976645	888.4379288272	924.5451114580	960.6307576233	996.6231722319	1032.4521445908	1068.0493153742	1103.3485158848	1138.2860770080	1172.8011058037	1206.8357282361	1240.3352970870	1273.2485646377	1305.5278202033	1337.1289930869	1368.0117219377	1398.1393918892	1427.4791411716	1456.0018391762	1483.6820381610	1510.4979009492	1536.4311070984	1561.4667400557	1585.5931578469	1608.8018498363	1631.0872819880	1652.4467330250	1672.8801237210	1692.3898414466	1710.9805619197	1728.6590699789	1745.4340809840	1761.3160643006	1776.3170701628	1790.4505609926	1803.7312481691	1816.1749349749	1827.7983663917	1838.6190862825	1848.6553022369	1857.9257584603	1866.4496167533	1874.2463456696	1881.3356179923	1887.7372160796	1893.4709453108	1898.5565552165	1903.0136680541	1906.8617146999	1910.1198772772	1912.8070384788	1914.9417370505	
2.3699195827	3.9414061134	5.6838448706	7.6782862882	10.0074169005	12.7551624145	16.0062640338	19.8458286638	24.3588539601	29.6297295633	35.7417162989	42.7764056072	50.8131620028	59.9285519294	70.1957629784	81.6840180510	94.4579896561	108.5772201342	124.0955541500	141.0605902954	159.5131590532	179.4868346789	201.0074887300	224.0928929950	248.7523794268	274.9865643496	302.7871436819	332.1367651867	363.0089828398	395.3682972913	429.1702851210	464.3618181632	500.8813726474	538.6594262968	577.6189398966	617.6759182350	658.7400437757	700.7153749960	743.5011000621	786.9923354472	831.0809582769	875.6564606170	920.6068136344	965.8193295580	1011.1815096396	1056.5818668627	1101.9107129254	1147.0609000251	1191.9285091434	1236.4134778368	1280.4201619356	1323.8578270001	1366.6410668287	1408.6901477271	1449.9312785908	1490.2968080908	1529.7253513727	1568.1618496444	1605.5575668532	1641.8700283058	1677.0629065755	1711.1058603989	1743.9743324339	1775.6493118385	1806.1170675396	1835.3688579254	1863.4006224289	1890.2126601278	1915.8093001760	1940.1985683787	1963.3918538445	1985.4035792235	2006.2508774676	2025.9532777803	2044.5324028577	2062.0116791767	2078.4160617277	2093.7717742412	2108.1060655256	2121.4469825532	2133.8231602408	2145.2636281561	2155.7976337285	2165.4544817604	2174.2633896760	2182.2533579801	2189.4530550864	2195.8907160736	2201.5940543708	2206.5901856738	2210.9055631211	2214.5659234019	2217.5962419494	2220.0206979909	2221.8626471500	2223.1446017825	2223.8882180943	2224.1142892548	2223.8427440130	2223.0926500472	
2.3987635988	4.0322844043	5.9270078438	8.2103676995	11.0119266220	14.4625815435	18.6937191794	23.8363239387	30.0200414758	37.3722021740	46.0168100423	56.0735038205	67.6564984847	80.8735168097	95.8247221106	112.6016647209	131.2862560949	151.9497855889	174.6519959079	199.4402338374	226.3486931344	255.3977662865	286.5935211950	319.9273176781	355.3755769969	392.8997153938	432.4462499250	473.9470817227	517.3199583196	562.4691129032	609.2860744716	657.6506389557	707.4319876131	758.4899355088	810.6762898288	863.8362952337	917.8101415486	972.4345078811	1027.5441167919	1082.9732724278	1138.5573575352	1194.1342659509	1249.5457494314	1304.6386604323	1359.2660755635	1413.2882878017	1466.5736590048	1518.9993277311	1570.4517706901	1620.8272192651	1670.0319353496	1717.9823531920	1764.6050959737	1809.8368774887	1853.6243004739	1895.9235639468	1936.7000923011	1975.9280989996	2013.5900974321	2049.6763710446	2084.1844141358	2117.1183538551	2148.4883629648	2178.3100719685	2206.6039879658	2233.3949267774	2258.7114635796	2282.5854064933	2305.0512965657	2326.1459366910	2345.9079513231	2364.3773780968	2381.5952918614	2397.6034612037	2412.4440368785	2426.1592716099	2438.7912698920	2450.3817668210	2460.9719340101	2470.6022115108	2479.3121639133	2487.1403584224	2494.1242640768	2500.3001694810	2505.7031183306	2510.3668599185	2514.3238145617	2517.6050509972	2520.2402750997	2522.2578288898	2523.6846984289	2524.5465278748	2524.8676423556	2524.6710743447	2523.9785961623	2522.8107545850	2521.1869111265	2519.1252820122	2516.6429858801	2513.7560808960	
2.4264982251	4.1399042934	6.2385636956	8.9134256555	12.3578874958	16.7663203609	22.3325088673	29.2480112844	37.7004491259	47.8717376599	59.9362717516	74.0590845880	90.3940000760	109.0818029421	130.2484536308	154.0033778437	180.4378627838	209.6235936955	241.6113649332	276.4299993896	314.0855085384	354.5605225106	397.8140154969	443.7813463872	492.3746280341	543.4834310256	596.9758196433	652.6997090471	710.4845240376	770.1431313620	831.4740098344	894.2636158818	958.2888968227	1023.3199004659	1089.1224276503	1155.4606742042	1222.0998104475	1288.8084496827	1355.3609619213	1421.5395950989	1487.1363729425	1551.9547461320	1615.8109810942	1678.5352783805	1739.9726198026	1799.9833501038	1858.4435047365	1915.2449001702	1970.2950070067	2023.5166289886	2074.8474128252	2124.2392146675	2171.6573491029	2217.0797459436	2260.4960388248	2301.9066079507	2341.3215973360	2378.7599246240	2414.2482992654	2447.8202624635	2479.5152599551	2509.3777565841	2537.4563994637	2563.8032347752	2588.4729814845	2611.5223638288	2633.0095034148	2652.9933699989	2671.5332902812	2688.6885123766	2704.5178232491	2719.0792168064	2732.4296089020	2744.6245963058	2755.7182557720	2765.7629802058	2774.8093486197	2782.9060258562	2790.0996894468	2796.4349813562	2801.9544800277	2806.6986912448	2810.7060559340	2814.0129708666	2816.6538221124	2818.6610275397	2820.0650889128	2820.8946483953	2821.1765551482	2820.9359291191	2820.1962335756	2818.9793493772	2817.3056466746	2815.1940612526	2812.6621669247	2809.7262552251	2806.4013974179	2802.7015339442	2798.6395207728	2794.2272250770	
