0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.696774598272404289e+00	2.780292680671159200e+00	3.878149851083432686e+00	4.990831365143120202e+00	6.118837035896808274e+00	7.262681510624454440e+00	8.422894547875248605e+00	9.600021294483969569e+00	1.079462256231830075e+01	1.200727510450556856e+01	1.323857189086778519e+01	1.448912238229188709e+01	1.575955280374502010e+01	1.705050641564074354e+01	1.836264378324820967e+01	1.969664304382513720e+01	2.105320017115002429e+01	2.243302923711700458e+01	2.383686267004055992e+01	2.526545150932534156e+01	2.671956565612288159e+01	2.819999411961118341e+01	2.970754525850653494e+01	3.124304701742138590e+01	3.280734715766804754e+01	3.440131348210113771e+01	3.602583405358139856e+01	3.768181740665059465e+01	3.937019275197949497e+01	4.109191017317297678e+01	4.284794081548278655e+01	4.463927706600421885e+01	4.646693272489466864e+01	4.833194316720530281e+01	5.023536549483920766e+01	5.217827867824025390e+01	5.416178368732879989e+01	5.618700361127361020e+01	5.825508376666190458e+01	6.036719179362582821e+01	6.252451773950865288e+01	6.472827412968554484e+01	6.697969602507998843e+01	6.928004106604385015e+01	7.163058950217595111e+01	7.403264420775850851e+01	7.648753068243327391e+01	7.899659703682490886e+01	8.156121396275783297e+01	8.418277468787978535e+01
2.011895387537746771e+00	3.307408683682185657e+00	4.622079761807621701e+00	5.957871803531404886e+00	7.316816044344201408e+00	8.701012205763042573e+00	1.011262885257764488e+01	1.155390367071962565e+01	1.302714366119363376e+01	1.453472524543304267e+01	1.607909427736884922e+01	1.766276595745615552e+01	1.928832464383651413e+01	2.095842355580116489e+01	2.267578436469083414e+01	2.444319666737483487e+01	2.626351733745073247e+01	2.813966974937525123e+01	3.007464287074509812e+01	3.207149021807023814e+01	3.413332867144972482e+01	3.626333714369889805e+01	3.846475509963270412e+01	4.074088092137725425e+01	4.309507011579566438e+01	4.553073336036230501e+01	4.805133438407939650e+01	5.066038768032517225e+01	5.336145604889956928e+01	5.615814796485037164e+01	5.905411477212387439e+01	6.205304770051119334e+01	6.515867470480075951e+01	6.837475712570068254e+01	7.170508617242984428e+01	7.515347922776177825e+01	7.872377597664052473e+01	8.241983436042498568e+01	8.624552635927041422e+01	9.020473360619915582e+01	9.430134283681961449e+01	9.853924117981105724e+01	1.029223112938967404e+02	1.074544263579330163e+02	1.121394449217190044e+02	1.169812056258925708e+02	1.219835218003098589e+02	1.271501759511702119e+02	1.324849141480826802e+02	1.379914403232913571e+02
2.150070973415177278e+00	3.528877718894569693e+00	4.934834571170825690e+00	6.373731305632537314e+00	7.851557170013657050e+00	9.374498581796755659e+00	1.094893630673415608e+01	1.258144209481494968e+01	1.427877475025391085e+01	1.604787561241999327e+01	1.789586342517742068e+01	1.983002857282643205e+01	2.185782666174421962e+01	2.398687142796608285e+01	2.622492695226283388e+01	2.857989916589496460e+01	3.105982663203060312e+01	3.367287058990128656e+01	3.642730425116678106e+01	3.933150134055752289e+01	4.239392387582336852e+01	4.562310918520307013e+01	4.902765616416872518e+01	5.261621077694624660e+01	5.639745081244388558e+01	6.038006990852570510e+01	6.457276086326049835e+01	6.898419825656046100e+01	7.362302041084778637e+01	7.849781072459214215e+01	8.361707841813267805e+01	8.898923873688511321e+01	9.462259266262969959e+01	1.005253061896188740e+02	1.067053892279762692e+02	1.131706742026200345e+02	1.199287944219041435e+02	1.269871622954804309e+02	1.343529474865747204e+02	1.420330550887273660e+02	1.500341039220699884e+02	1.583624050483436747e+02	1.670239406081771563e+02	1.760243430869290933e+02	1.853688751187395383e+02	1.950624099402045601e+02	2.051094126065135299e+02	2.155139220833302716e+02	2.262795343278738471e+02	2.374093864704796317e+02
2.227169833719865100e+00	3.653038739646694122e+00	5.121199421221056980e+00	6.645216075653514132e+00	8.239099291446491335e+00	9.917289997733886864e+00	1.169464134954176338e+01	1.358639847527150657e+01	1.560817601751186601e+01	1.777593340446181358e+01	2.010594779651473019e+01	2.261478466131126552e+01	2.531926594063089553e+01	2.823643578407330779e+01	3.138352383760762976e+01	3.477790608963962171e+01	3.843706329351671513e+01	4.237853700303583793e+01	4.661988327682884403e+01	5.117862412812653616e+01	5.607219681843544379e+01	6.131790111691721279e+01	6.693284467155693562e+01	7.293388666336316817e+01	7.933757994068865571e+01	8.616011185693452035e+01	9.341724406119337232e+01	1.011242515173573508e+02	1.092958610527243195e+02	1.179461897614260266e+02	1.270886836110533409e+02	1.367360566220869487e+02	1.469002310083770908e+02	1.575922786834975682e+02	1.688223645502283716e+02	1.805996920005158017e+02	1.929324510582291623e+02	2.058277695982441458e+02	2.192916680724954404e+02	2.333290181643294545e+02	2.479435057795994908e+02	2.631375987647540455e+02	2.789125197163588155e+02	2.952682242203842407e+02	3.122033848230514081e+02	3.297153809956892587e+02	3.478002953154802981e+02	3.664529160340563294e+02	3.856667461535078587e+02	4.054340190825999457e+02
2.276941772743194647e+00	3.739555046595516963e+00	5.270773157626633676e+00	6.897854689364257830e+00	8.648896004332767617e+00	1.055277323521636568e+01	1.263907813266009228e+01	1.493804761733191100e+01	1.748048691505349694e+01	2.029768619103253258e+01	2.342133064258118580e+01	2.688340405950952317e+01	3.071608591768029939e+01	3.495164213392772012e+01	3.962230967963084538e+01	4.476017532521886721e+01	5.039704886846325138e+01	5.656433128475978833e+01	6.329287832692162397e+01	7.061286019434311356e+01	7.855361798529709461e+01	8.714351774033555387e+01	9.640980297755693584e+01	1.063784467101624784e+02	1.170740040211530868e+02	1.285194663473562571e+02	1.407361186932261887e+02	1.537434010512521638e+02	1.675587753492282843e+02	1.821975992724158857e+02	1.976730083184684474e+02	2.139958074357003284e+02	2.311743735643568129e+02	2.492145703530757714e+02	2.681196762479011682e+02	2.878903270605467810e+02	3.085244740042059561e+02	3.300173580506157691e+02	3.523615013074950184e+02	3.755467159424379702e+02	3.995601309892196014e+02	4.243862371808494913e+02	4.500069497389331445e+02	4.764016888387918698e+02	5.035474772602834719e+02	5.314190545152857794e+02	5.599890065701381445e+02	5.892279100141554409e+02	6.191044894833436274e+02	6.495857868096405809e+02
2.312863665491385223e+00	3.813068793155838243e+00	5.423987733383499155e+00	7.194831677789236934e+00	9.176193754568959804e+00	1.141988989525440346e+01	1.397878454102769830e+01	1.690660101843898033e+01	2.025771654768902863e+01	2.408694200271612473e+01	2.844928672080128962e+01	3.339970886052504540e+01	3.899285202930435901e+01	4.528276914379510032e+01	5.232263474574082096e+01	6.016444726884616045e+01	6.885872303471400357e+01	7.845418404288803060e+01	8.899744190509355235e+01	1.005326805506889372e+02	1.131013405908827707e+02	1.267418084665778366e+02	1.414891137087704465e+02	1.573746378049103782e+02	1.744258382794157285e+02	1.926659916547547766e+02	2.121139589552849998e+02	2.327839773406673203e+02	2.546854813090527614e+02	2.778229566860500199e+02	3.021958303152761687e+02	3.277983979923093898e+02	3.546197927406421400e+02	3.826439950154330631e+02	4.118498858635379065e+02	4.422113434557426785e+02	4.736973827789955749e+02	5.062723376015068766e+02	5.398960832082223078e+02	5.745242977137676235e+02	6.101087591974294355e+02	6.465976753177121736e+02	6.839360415978302399e+02	7.220660240375799503e+02	7.609273615970084848e+02	8.004577835671979074e+02	8.405934368289448457e+02	8.812693181042839115e+02	9.224197058820266193e+02	9.639785875491451179e+02
2.341505097269853231e+00	3.886915820829308199e+00	5.606266431022640440e+00	7.581669285019114746e+00	9.897288713480971722e+00	1.263897132325759642e+01	1.589384359386697199e+01	1.974987696896911160e+01	2.429542109483139711e+01	2.961870637741497347e+01	3.580731761525056811e+01	4.294764111156096220e+01	5.112428836720858527e+01	6.041950019461595645e+01	7.091253585646460067e+01	8.267905260311012228e+01	9.579048173814045697e+01	1.103134080568233202e+02	1.263089601524483498e+02	1.438322196405650857e+02	1.629316577842644165e+02	1.836486082861291607e+02	2.060167851185478298e+02	2.300618541733115876e+02	2.558010672005295021e+02	2.832429659773894173e+02	3.123871638743548260e+02	3.432242110014806826e+02	3.757355479020758935e+02	4.098935513760055755e+02	4.456616744470624667e+02	4.829946808125249049e+02	5.218389723647985647e+02	5.621330065978819448e+02	6.038077989482214889e+02	6.467875034823624674e+02	6.909900637625999025e+02	7.363279245130937625e+02	7.827087933243100224e+02	8.300364411606154817e+02	8.782115294693441001e+02	9.271324517453863336e+02	9.766961772161674844e+02	1.026799084746298604e+03	1.077337775520263449e+03	1.128209854195112030e+03	1.179314668803759105e+03	1.230554001286408720e+03	1.281832701618918236e+03	1.333059260240050889e+03
2.366597803420912083e+00	3.970142681218352898e+00	5.838008129557002768e+00	8.099181498373090093e+00	1.088541901304001946e+01	1.433048012433370566e+01	1.856929822322213752e+01	2.373708953644402797e+01	2.996840331266097834e+01	3.739611787886434513e+01	4.615038877388962391e+01	5.635755691941150047e+01	6.813902662759963391e+01	8.161012511656642232e+01	9.687895704593637447e+01	1.140452693235055364e+02	1.331993429895773318e+02	1.544209302744170884e+02	1.777782558596009039e+02	2.033271018787370679e+02	2.311099961854708056e+02	2.611555228499802297e+02	2.934777726670959623e+02	3.280759496568533677e+02	3.649341471255359579e+02	4.040213038615534629e+02	4.452913475461047028e+02	4.886835285461302760e+02	5.341229430499424780e+02	5.815212401999564236e+02	6.307775035042857326e+02	6.817792926955848998e+02	7.344038283696934286e+02	7.885192984087317427e+02	8.439862624494302281e+02	9.006591287826271355e+02	9.583876765227474834e+02	1.017018595929940375e+03	1.076397019684866109e+03	1.136368019531170603e+03	1.196778043889216860e+03	1.257476275408991796e+03	1.318315889774296011e+03	1.379155199235588270e+03	1.439858671323431736e+03	1.500297811720836989e+03	1.560351907785777939e+03	1.619908632200523016e+03	1.678864503940534632e+03	1.737125217807415311e+03
2.390559104260285395e+00	4.070069532482648356e+00	6.138190271504696760e+00	8.788097924584402421e+00	1.221635130247999790e+01	1.662143574878313501e+01	2.220219357977151020e+01	2.915614718387038096e+01	3.767772460491351438e+01	4.795640110042943149e+01	6.017477413459054247e+01	7.450659341718407802e+01	9.111477178221402085e+01	1.101494067311622445e+02	1.317458461375167929e+02	1.560228346974256226e+02	1.830807799835567380e+02	2.130001781938299814e+02	2.458402396807888977e+02	2.816377529416920993e+02	3.204062228374907590e+02	3.621353143612842018e+02	4.067906273249048468e+02	4.543138200362448629e+02	5.046230915893953579e+02	5.576140231223893124e+02	6.131607686488306399e+02	6.711175762721187539e+02	7.313206112263852674e+02	7.935900435612594492e+02	8.577323559923398761e+02	9.235428215843544422e+02	9.908080970227209718e+02	1.059308875170639567e+03	1.128822540596799627e+03	1.199125773839853537e+03	1.269997053368071875e+03	1.341219010558899527e+03	1.412580598333582429e+03	1.483879041124654350e+03	1.554921545024159059e+03	1.625526748293408218e+03	1.695525908352865144e+03	1.764763822225649847e+03	1.833099487210673260e+03	1.900406511357605041e+03	1.966573293836409675e+03	2.031502994185811531e+03	2.095113303090893169e+03	2.157336060153604194e+03
