ID    NODE LAT     NODE LON     FRIENDS LIST                           CENTROID COORD LIST 
95     -30.1640017   19.8882666 {  563,  391,  564,  557,  215,  552}, {( -33.3534810,  15.5783732), ( -28.2802739,  14.7574527), ( -25.2201576,  19.1100945), ( -26.9764905,  23.9667017), ( -31.7028909,  25.1822177), ( -35.0309621,  21.2047889)} 
96     -30.1640017   52.1117334 {  553,  216,  560,  566,  396,  565}, {( -31.7028909,  46.8177823), ( -26.9764905,  48.0332983), ( -25.2201576,  52.8899055), ( -28.2802739,  57.2425473), ( -33.3534810,  56.4216268), ( -35.0309621,  50.7952111)} 
97     -41.1775998  108.0000000 {  570,  568,  217,  567,  569,  265}, {( -40.7985750,  101.4047768), ( -37.0004884,  104.9670512), ( -37.0004884,  111.0329488), ( -40.7985750,  114.5952232), ( -45.2484260,  111.6387666), ( -45.2484260,  104.3612334)} 
98     -14.4890834   99.1899963 {  572,  574,  343,  573,  571,  218}, {( -17.3167267,  94.9122606), ( -12.3751541,  94.6935457), ( -9.6326310,  99.1008559), ( -11.9016947,  103.5748816), ( -16.6023009,  103.6568559), ( -19.2783134,  99.4126833)} 
99     -14.4890834  116.8100037 {  219,  571,  576,  367,  577,  575}, {( -16.6023009,  112.3431441), ( -11.9016947,  112.4251184), ( -9.6326310,  116.8991441), ( -12.3751541,  121.3064543), ( -17.3167267,  121.0877394), ( -19.2783134,  116.5873167)} 
100    -30.1640017  124.1117334 {  567,  220,  575,  579,  379,  578}, {( -31.7028909,  118.8177823), ( -26.9764905,  120.0332983), ( -25.2201576,  124.8899055), ( -28.2802739,  129.2425473), ( -33.3534810,  128.4216268), ( -35.0309621,  122.7952111)} 
101    -30.1640017   91.8882666 {  580,  397,  581,  572,  221,  568}, {( -33.3534810,  87.5783732), ( -28.2802739,  86.7574527), ( -25.2201576,  91.1100945), ( -26.9764905,  95.9667017), ( -31.7028909,  97.1822177), ( -35.0309621,  93.2047889)} 
102     62.8736638  180.0000000 {  583,  230,  407,  404,  224,  582}, {(  60.0626321,  170.9355530), (  65.0724390,  169.2965627), (  67.9190625,  180.0000000), (  65.0724390,  190.7034373), (  60.0626321,  189.0644470), (  57.7775160,  180.0000000)} 
103     62.8736638  252.0000000 {  584,  225,  405,  415,  248,  585}, {(  60.0626321,  242.9355530), (  65.0724390,  241.2965627), (  67.9190625,  252.0000000), (  65.0724390,  262.7034373), (  60.0626321,  261.0644470), (  57.7775160,  252.0000000)} 
104     46.7150629  192.9902627 {  296,  586,  582,  226,  434,  443}, {(  44.6533835,  186.2234471), (  49.8330917,  186.9286992), (  51.7656280,  194.5751207), (  48.2776784,  200.2994439), (  43.3479769,  198.3111179), (  41.6112059,  191.7775816)} 
105     46.7150629  239.0097373 {  445,  435,  227,  584,  587,  302}, {(  43.3479769,  233.6888821), (  48.2776784,  231.7005561), (  51.7656280,  237.4248793), (  49.8330917,  245.0713008), (  44.6533835,  245.7765529), (  41.6112059,  240.2224184)} 
106     62.8736638  108.0000000 {  589,  236,  410,  408,  231,  588}, {(  60.0626321,  98.9355530), (  65.0724390,  97.2965627), (  67.9190625,  108.0000000), (  65.0724390,  118.7034373), (  60.0626321,  117.0644470), (  57.7775160,  108.0000000)} 
107     46.7150629  167.0097373 {  497,  494,  232,  583,  586,  297}, {(  43.3479769,  161.6888821), (  48.2776784,  159.7005561), (  51.7656280,  165.4248793), (  49.8330917,  173.0713008), (  44.6533835,  173.7765529), (  41.6112059,  168.2224184)} 
108     46.7150629  120.9902627 {  356,  590,  588,  233,  495,  500}, {(  44.6533835,  114.2234471), (  49.8330917,  114.9286992), (  51.7656280,  122.5751207), (  48.2776784,  128.2994439), (  43.3479769,  126.3111179), (  41.6112059,  119.7775816)} 
109     62.8736638   36.0000000 {  592,  242,  413,  411,  237,  591}, {(  60.0626321,  26.9355530), (  65.0724390,  25.2965627), (  67.9190625,  36.0000000), (  65.0724390,  46.7034373), (  60.0626321,  45.0644470), (  57.7775160,  36.0000000)} 
110     46.7150629   48.9902627 {  338,  593,  591,  238,  479,  482}, {(  44.6533835,  42.2234471), (  49.8330917,  42.9286992), (  51.7656280,  50.5751207), (  48.2776784,  56.2994439), (  43.3479769,  54.3111179), (  41.6112059,  47.7775816)} 
111     46.7150629   95.0097373 {  490,  480,  239,  589,  590,  357}, {(  43.3479769,  89.6888821), (  48.2776784,  87.7005561), (  51.7656280,  93.4248793), (  49.8330917,  101.0713008), (  44.6533835,  101.7765529), (  41.6112059,  96.2224184)} 
112     62.8736638  324.0000000 {  595,  249,  416,  414,  243,  594}, {(  60.0626321,  314.9355530), (  65.0724390,  313.2965627), (  67.9190625,  324.0000000), (  65.0724390,  334.7034373), (  60.0626321,  333.0644470), (  57.7775160,  324.0000000)} 
113     46.7150629  336.9902627 {  320,  596,  594,  244,  464,  467}, {(  44.6533835,  330.2234471), (  49.8330917,  330.9286992), (  51.7656280,  338.5751207), (  48.2776784,  344.2994439), (  43.3479769,  342.3111179), (  41.6112059,  335.7775816)} 
114     46.7150629   23.0097373 {  475,  465,  245,  592,  593,  339}, {(  43.3479769,  17.6888821), (  48.2776784,  15.7005561), (  51.7656280,  21.4248793), (  49.8330917,  29.0713008), (  44.6533835,  29.7765529), (  41.6112059,  24.2224184)} 
115     46.7150629  264.9902627 {  303,  587,  585,  250,  449,  452}, {(  44.6533835,  258.2234471), (  49.8330917,  258.9286992), (  51.7656280,  266.5751207), (  48.2776784,  272.2994439), (  43.3479769,  270.3111179), (  41.6112059,  263.7775816)} 
116     46.7150629  311.0097373 {  460,  450,  251,  595,  596,  321}, {(  43.3479769,  305.6888821), (  48.2776784,  303.7005561), (  51.7656280,  309.4248793), (  49.8330917,  317.0713008), (  44.6533835,  317.7765529), (  41.6112059,  312.2224184)} 
117    -62.8736638    0.0000000 {  419,  254,  597,  598,  260,  422}, {( -65.0724390,  349.2965627), ( -60.0626321,  350.9355530), ( -57.7775160,  0.0000000), ( -60.0626321,  9.0644470), ( -65.0724390,  10.7034373), ( -67.9190625,  0.0000000)} 
118    -62.8736638  288.0000000 {  430,  278,  600,  599,  255,  420}, {( -65.0724390,  277.2965627), ( -60.0626321,  278.9355530), ( -57.7775160,  288.0000000), ( -60.0626321,  297.0644470), ( -65.0724390,  298.7034373), ( -67.9190625,  288.0000000)} 
119    -46.7150629  300.9902627 {  599,  601,  386,  548,  539,  256}, {( -49.8330917,  294.9286992), ( -44.6533835,  294.2234471), ( -41.6112059,  299.7775816), ( -43.3479769,  306.3111179), ( -48.2776784,  308.2994439), ( -51.7656280,  302.5751207)} 
120    -46.7150629  347.0097373 {  257,  540,  550,  392,  602,  597}, {( -48.2776784,  339.7005561), ( -43.3479769,  341.6888821), ( -41.6112059,  348.2224184), ( -44.6533835,  353.7765529), ( -49.8330917,  353.0713008), ( -51.7656280,  345.4248793)} 
121    -62.8736638   72.0000000 {  423,  261,  603,  604,  266,  425}, {( -65.0724390,  61.2965627), ( -60.0626321,  62.9355530), ( -57.7775160,  72.0000000), ( -60.0626321,  81.0644470), ( -65.0724390,  82.7034373), ( -67.9190625,  72.0000000)} 
122    -46.7150629   12.9902627 {  598,  602,  393,  563,  554,  262}, {( -49.8330917,  6.9286992), ( -44.6533835,  6.2234471), ( -41.6112059,  11.7775816), ( -43.3479769,  18.3111179), ( -48.2776784,  20.2994439), ( -51.7656280,  14.5751207)} 
123    -46.7150629   59.0097373 {  263,  555,  565,  398,  605,  603}, {( -48.2776784,  51.7005561), ( -43.3479769,  53.6888821), ( -41.6112059,  60.2224184), ( -44.6533835,  65.7765529), ( -49.8330917,  65.0713008), ( -51.7656280,  57.4248793)} 
124    -62.8736638  144.0000000 {  426,  267,  606,  607,  272,  428}, {( -65.0724390,  133.2965627), ( -60.0626321,  134.9355530), ( -57.7775160,  144.0000000), ( -60.0626321,  153.0644470), ( -65.0724390,  154.7034373), ( -67.9190625,  144.0000000)} 
125    -46.7150629  131.0097373 {  268,  569,  578,  380,  608,  606}, {( -48.2776784,  123.7005561), ( -43.3479769,  125.6888821), ( -41.6112059,  132.2224184), ( -44.6533835,  137.7765529), ( -49.8330917,  137.0713008), ( -51.7656280,  129.4248793)} 
126    -46.7150629   84.9902627 {  604,  605,  399,  580,  570,  269}, {( -49.8330917,  78.9286992), ( -44.6533835,  78.2234471), ( -41.6112059,  83.7775816), ( -43.3479769,  90.3111179), ( -48.2776784,  92.2994439), ( -51.7656280,  86.5751207)} 
127    -62.8736638  216.0000000 {  429,  273,  609,  610,  279,  431}, {( -65.0724390,  205.2965627), ( -60.0626321,  206.9355530), ( -57.7775160,  216.0000000), ( -60.0626321,  225.0644470), ( -65.0724390,  226.7034373), ( -67.9190625,  216.0000000)} 
128    -46.7150629  203.0097373 {  274,  509,  518,  374,  611,  609}, {( -48.2776784,  195.7005561), ( -43.3479769,  197.6888821), ( -41.6112059,  204.2224184), ( -44.6533835,  209.7765529), ( -49.8330917,  209.0713008), ( -51.7656280,  201.4248793)} 
129    -46.7150629  156.9902627 {  607,  608,  381,  520,  510,  275}, {( -49.8330917,  150.9286992), ( -44.6533835,  150.2234471), ( -41.6112059,  155.7775816), ( -43.3479769,  162.3111179), ( -48.2776784,  164.2994439), ( -51.7656280,  158.5751207)} 
130    -46.7150629  228.9902627 {  610,  611,  375,  533,  524,  280}, {( -49.8330917,  222.9286992), ( -44.6533835,  222.2234471), ( -41.6112059,  227.7775816), ( -43.3479769,  234.3111179), ( -48.2776784,  236.2994439), ( -51.7656280,  230.5751207)} 
131    -46.7150629  275.0097373 {  281,  525,  535,  387,  601,  600}, {( -48.2776784,  267.7005561), ( -43.3479769,  269.6888821), ( -41.6112059,  276.2224184), ( -44.6533835,  281.7765529), ( -49.8330917,  281.0713008), ( -51.7656280,  273.4248793)} 
132     -0.5612850  216.0000000 {  613,  290,  441,  438,  284,  612}, {( -3.0524279,  211.4841325), (  2.0134709,  211.5076207), (  4.4841137,  216.0000000), (  2.0134709,  220.4923793), ( -3.0524279,  220.5158675), ( -5.6574328,  216.0000000)} 
133     15.7832528  242.7839731 {  285,  439,  446,  304,  615,  614}, {(  12.9734299,  238.2942939), (  18.0900606,  238.0928437), (  20.9574112,  242.5945620), (  18.5547898,  247.3340951), (  13.3536207,  247.4129750), (  10.6290165,  242.8825156)} 
134      0.5612850  252.0000000 {  528,  286,  614,  616,  314,  531}, {( -2.0134709,  247.5076207), (  3.0524279,  247.4841325), (  5.6574328,  252.0000000), (  3.0524279,  256.5158675), ( -2.0134709,  256.4923793), ( -4.4841137,  252.0000000)} 
135    -15.7832528  225.2160269 {  376,  617,  612,  287,  529,  534}, {( -18.5547898,  220.6659049), ( -13.3536207,  220.5870250), ( -10.6290165,  225.1174844), ( -12.9734299,  229.7057061), ( -18.0900606,  229.9071563), ( -20.9574112,  225.4054380)} 
136     15.7832528  189.2160269 {  618,  619,  298,  444,  442,  291}, {(  13.3536207,  184.5870250), (  18.5547898,  184.6659049), (  20.9574112,  189.4054380), (  18.0900606,  193.9071563), (  12.9734299,  193.7057061), (  10.6290165,  189.1174844)} 
137      0.5612850  180.0000000 {  516,  362,  620,  618,  292,  513}, {( -2.0134709,  175.5076207), (  3.0524279,  175.4841325), (  5.6574328,  180.0000000), (  3.0524279,  184.5158675), ( -2.0134709,  184.4923793), ( -4.4841137,  180.0000000)} 
138    -15.7832528  206.7839731 {  519,  514,  293,  613,  617,  377}, {( -18.0900606,  202.0928437), ( -12.9734299,  202.2942939), ( -10.6290165,  206.8825156), ( -13.3536207,  211.4129750), ( -18.5547898,  211.3340951), ( -20.9574112,  206.5945620)} 
139     15.7832528  170.7839731 {  363,  503,  498,  299,  619,  620}, {(  12.9734299,  166.2942939), (  18.0900606,  166.0928437), (  20.9574112,  170.5945620), (  18.5547898,  175.3340951), (  13.3536207,  175.4129750), (  10.6290165,  170.8825156)} 
140     15.7832528  261.2160269 {  616,  615,  305,  453,  458,  315}, {(  13.3536207,  256.5870250), (  18.5547898,  256.6659049), (  20.9574112,  261.4054380), (  18.0900606,  265.9071563), (  12.9734299,  265.7057061), (  10.6290165,  261.1174844)} 
141     -0.5612850  288.0000000 {  622,  316,  459,  456,  308,  621}, {( -3.0524279,  283.4841325), (  2.0134709,  283.5076207), (  4.4841137,  288.0000000), (  2.0134709,  292.4923793), ( -3.0524279,  292.5158675), ( -5.6574328,  288.0000000)} 
142     15.7832528  314.7839731 {  309,  457,  461,  322,  624,  623}, {(  12.9734299,  310.2942939), (  18.0900606,  310.0928437), (  20.9574112,  314.5945620), (  18.5547898,  319.3340951), (  13.3536207,  319.4129750), (  10.6290165,  314.8825156)} 
143      0.5612850  324.0000000 {  543,  310,  623,  625,  332,  546}, {( -2.0134709,  319.5076207), (  3.0524279,  319.4841325), (  5.6574328,  324.0000000), (  3.0524279,  328.5158675), ( -2.0134709,  328.4923793), ( -4.4841137,  324.0000000)} 
144    -15.7832528  297.2160269 {  388,  626,  621,  311,  544,  549}, {( -18.5547898,  292.6659049), ( -13.3536207,  292.5870250), ( -10.6290165,  297.1174844), ( -12.9734299,  301.7057061), ( -18.0900606,  301.9071563), ( -20.9574112,  297.4054380)} 
145    -15.7832528  278.7839731 {  536,  532,  317,  622,  626,  389}, {( -18.0900606,  274.0928437), ( -12.9734299,  274.2942939), ( -10.6290165,  278.8825156), ( -13.3536207,  283.4129750), ( -18.5547898,  283.3340951), ( -20.9574112,  278.5945620)} 
146     15.7832528  333.2160269 {  625,  624,  323,  468,  473,  333}, {(  13.3536207,  328.5870250), (  18.5547898,  328.6659049), (  20.9574112,  333.4054380), (  18.0900606,  337.9071563), (  12.9734299,  337.7057061), (  10.6290165,  333.1174844)} 
147     -0.5612850    0.0000000 {  628,  334,  474,  471,  326,  627}, {( -3.0524279,  355.4841325), (  2.0134709,  355.5076207), (  4.4841137,  0.0000000), (  2.0134709,  4.4923793), ( -3.0524279,  4.5158675), ( -5.6574328,  0.0000000)} 
148     15.7832528   26.7839731 {  327,  472,  476,  340,  630,  629}, {(  12.9734299,  22.2942939), (  18.0900606,  22.0928437), (  20.9574112,  26.5945620), (  18.5547898,  31.3340951), (  13.3536207,  31.4129750), (  10.6290165,  26.8825156)} 
149      0.5612850   36.0000000 {  558,  328,  629,  631,  350,  561}, {( -2.0134709,  31.5076207), (  3.0524279,  31.4841325), (  5.6574328,  36.0000000), (  3.0524279,  40.5158675), ( -2.0134709,  40.4923793), ( -4.4841137,  36.0000000)} 
150    -15.7832528    9.2160269 {  394,  632,  627,  329,  559,  564}, {( -18.5547898,  4.6659049), ( -13.3536207,  4.5870250), ( -10.6290165,  9.1174844), ( -12.9734299,  13.7057061), ( -18.0900606,  13.9071563), ( -20.9574112,  9.4054380)} 
151    -15.7832528  350.7839731 {  551,  547,  335,  628,  632,  395}, {( -18.0900606,  346.0928437), ( -12.9734299,  346.2942939), ( -10.6290165,  350.8825156), ( -13.3536207,  355.4129750), ( -18.5547898,  355.3340951), ( -20.9574112,  350.5945620)} 
152     15.7832528   45.2160269 {  631,  630,  341,  483,  488,  351}, {(  13.3536207,  40.5870250), (  18.5547898,  40.6659049), (  20.9574112,  45.4054380), (  18.0900606,  49.9071563), (  12.9734299,  49.7057061), (  10.6290165,  45.1174844)} 
153     -0.5612850   72.0000000 {  634,  352,  489,  486,  344,  633}, {( -3.0524279,  67.4841325), (  2.0134709,  67.5076207), (  4.4841137,  72.0000000), (  2.0134709,  76.4923793), ( -3.0524279,  76.5158675), ( -5.6574328,  72.0000000)} 
154     15.7832528   98.7839731 {  345,  487,  491,  358,  636,  635}, {(  12.9734299,  94.2942939), (  18.0900606,  94.0928437), (  20.9574112,  98.5945620), (  18.5547898,  103.3340951), (  13.3536207,  103.4129750), (  10.6290165,  98.8825156)} 
155      0.5612850  108.0000000 {  573,  346,  635,  637,  368,  576}, {( -2.0134709,  103.5076207), (  3.0524279,  103.4841325), (  5.6574328,  108.0000000), (  3.0524279,  112.5158675), ( -2.0134709,  112.4923793), ( -4.4841137,  108.0000000)} 
156    -15.7832528   81.2160269 {  400,  638,  633,  347,  574,  581}, {( -18.5547898,  76.6659049), ( -13.3536207,  76.5870250), ( -10.6290165,  81.1174844), ( -12.9734299,  85.7057061), ( -18.0900606,  85.9071563), ( -20.9574112,  81.4054380)} 
157    -15.7832528   62.7839731 {  566,  562,  353,  634,  638,  401}, {( -18.0900606,  58.0928437), ( -12.9734299,  58.2942939), ( -10.6290165,  62.8825156), ( -13.3536207,  67.4129750), ( -18.5547898,  67.3340951), ( -20.9574112,  62.5945620)} 
158     15.7832528  117.2160269 {  637,  636,  359,  501,  505,  369}, {(  13.3536207,  112.5870250), (  18.5547898,  112.6659049), (  20.9574112,  117.4054380), (  18.0900606,  121.9071563), (  12.9734299,  121.7057061), (  10.6290165,  117.1174844)} 
159     -0.5612850  144.0000000 {  640,  370,  506,  504,  364,  639}, {( -3.0524279,  139.4841325), (  2.0134709,  139.5076207), (  4.4841137,  144.0000000), (  2.0134709,  148.4923793), ( -3.0524279,  148.5158675), ( -5.6574328,  144.0000000)} 
160    -15.7832528  153.2160269 {  382,  641,  639,  365,  517,  521}, {( -18.5547898,  148.6659049), ( -13.3536207,  148.5870250), ( -10.6290165,  153.1174844), ( -12.9734299,  157.7057061), ( -18.0900606,  157.9071563), ( -20.9574112,  153.4054380)} 
161    -15.7832528  134.7839731 {  579,  577,  371,  640,  641,  383}, {( -18.0900606,  130.0928437), ( -12.9734299,  130.2942939), ( -10.6290165,  134.8825156), ( -13.3536207,  139.4129750), ( -18.5547898,  139.3340951), ( -20.9574112,  134.5945620)} 
162     83.2884150  216.0000000 {  402,  163,    0,  166,  403,   42}, {(  82.2346713,  180.0000000), (  86.3766772,  180.0000000), (  86.3766772,  252.0000000), (  82.2346713,  252.0000000), (  79.2526641,  229.0968928), (  79.2526641,  202.9031072)} 
163     83.2884150  144.0000000 {  406,  164,    0,  162,  402,   43}, {(  82.2346713,  108.0000000), (  86.3766772,  108.0000000), (  86.3766772,  180.0000000), (  82.2346713,  180.0000000), (  79.2526641,  157.0968928), (  79.2526641,  130.9031072)} 
164     83.2884150   72.0000000 {  409,  165,    0,  163,  406,   44}, {(  82.2346713,  36.0000000), (  86.3766772,  36.0000000), (  86.3766772,  108.0000000), (  82.2346713,  108.0000000), (  79.2526641,  85.0968928), (  79.2526641,  58.9031072)} 
165     83.2884150    0.0000000 {  412,  166,    0,  164,  409,   45}, {(  82.2346713,  324.0000000), (  86.3766772,  324.0000000), (  86.3766772,  36.0000000), (  82.2346713,  36.0000000), (  79.2526641,  13.0968928), (  79.2526641,  346.9031072)} 
166     83.2884150  288.0000000 {  403,  162,    0,  165,  412,   46}, {(  82.2346713,  252.0000000), (  86.3766772,  252.0000000), (  86.3766772,  324.0000000), (  82.2346713,  324.0000000), (  79.2526641,  301.0968928), (  79.2526641,  274.9031072)} 
167    -83.2884150  324.0000000 {    1,  171,  418,   47,  417,  168}, {( -86.3766772,  288.0000000), ( -82.2346713,  288.0000000), ( -79.2526641,  310.9031072), ( -79.2526641,  337.0968928), ( -82.2346713,  0.0000000), ( -86.3766772,  0.0000000)} 
168    -83.2884150   36.0000000 {  167,  417,   48,  421,  169,    1}, {( -82.2346713,  0.0000000), ( -79.2526641,  22.9031072), ( -79.2526641,  49.0968928), ( -82.2346713,  72.0000000), ( -86.3766772,  72.0000000), ( -86.3766772,  0.0000000)} 
169    -83.2884150  108.0000000 {  168,  421,   49,  424,  170,    1}, {( -82.2346713,  72.0000000), ( -79.2526641,  94.9031072), ( -79.2526641,  121.0968928), ( -82.2346713,  144.0000000), ( -86.3766772,  144.0000000), ( -86.3766772,  72.0000000)} 
170    -83.2884150  180.0000000 {  169,  424,   50,  427,  171,    1}, {( -82.2346713,  144.0000000), ( -79.2526641,  166.9031072), ( -79.2526641,  193.0968928), ( -82.2346713,  216.0000000), ( -86.3766772,  216.0000000), ( -86.3766772,  144.0000000)} 
171    -83.2884150  252.0000000 {    1,  170,  427,   51,  418,  167}, {( -86.3766772,  216.0000000), ( -82.2346713,  216.0000000), ( -79.2526641,  238.9031072), ( -79.2526641,  265.0968928), ( -82.2346713,  288.0000000), ( -86.3766772,  288.0000000)} 
172     33.2766362  216.0000000 {    2,  175,  432,   52,  433,  176}, {(  29.4753632,  213.5545111), (  32.7437973,  210.5818723), (  37.0004884,  212.9670512), (  37.0004884,  219.0329488), (  32.7437973,  221.4181277), (  29.4753632,  218.4454889)} 
173     21.0743930  220.2219039 {  436,  174,    2,  176,  437,   53}, {(  18.7997225,  216.0000000), (  22.9417284,  216.0000000), (  25.3947587,  219.8148453), (  23.9392254,  224.0824336), (  19.2783134,  224.5873167), (  16.6023009,  220.3431441)} 
174     21.0743930  211.7780961 {   54,  440,  175,    2,  173,  436}, {(  19.2783134,  207.4126833), (  23.9392254,  207.9175664), (  25.3947587,  212.1851547), (  22.9417284,  216.0000000), (  18.7997225,  216.0000000), (  16.6023009,  211.6568559)} 
175     28.4538901  208.7370444 {  440,   55,  432,  172,    2,  174}, {(  26.9764905,  203.9667017), (  31.7028909,  205.1822177), (  32.7437973,  210.5818723), (  29.4753632,  213.5545111), (  25.3947587,  212.1851547), (  23.9392254,  207.9175664)} 
176     28.4538901  223.2629556 {  173,    2,  172,  433,   56,  437}, {(  25.3947587,  219.8148453), (  29.4753632,  218.4454889), (  32.7437973,  221.4181277), (  31.7028909,  226.8177823), (  26.9764905,  228.0332983), (  23.9392254,  224.0824336)} 
177     33.2766362  288.0000000 {  178,  447,   57,  448,  181,    3}, {(  32.7437973,  282.5818723), (  37.0004884,  284.9670512), (  37.0004884,  291.0329488), (  32.7437973,  293.4181277), (  29.4753632,  290.4454889), (  29.4753632,  285.5545111)} 
178     28.4538901  280.7370444 {  451,   58,  447,  177,    3,  180}, {(  26.9764905,  275.9667017), (  31.7028909,  277.1822177), (  32.7437973,  282.5818723), (  29.4753632,  285.5545111), (  25.3947587,  284.1851547), (  23.9392254,  279.9175664)} 
179     21.0743930  292.2219039 {  454,  180,    3,  181,  455,   59}, {(  18.7997225,  288.0000000), (  22.9417284,  288.0000000), (  25.3947587,  291.8148453), (  23.9392254,  296.0824336), (  19.2783134,  296.5873167), (  16.6023009,  292.3431441)} 
180     21.0743930  283.7780961 {   60,  451,  178,    3,  179,  454}, {(  19.2783134,  279.4126833), (  23.9392254,  279.9175664), (  25.3947587,  284.1851547), (  22.9417284,  288.0000000), (  18.7997225,  288.0000000), (  16.6023009,  283.6568559)} 
181     28.4538901  295.2629556 {  179,    3,  177,  448,   61,  455}, {(  25.3947587,  291.8148453), (  29.4753632,  290.4454889), (  32.7437973,  293.4181277), (  31.7028909,  298.8177823), (  26.9764905,  300.0332983), (  23.9392254,  296.0824336)} 
182     33.2766362    0.0000000 {  183,  462,   62,  463,  186,    4}, {(  32.7437973,  354.5818723), (  37.0004884,  356.9670512), (  37.0004884,  3.0329488), (  32.7437973,  5.4181277), (  29.4753632,  2.4454889), (  29.4753632,  357.5545111)} 
183     28.4538901  352.7370444 {  466,   63,  462,  182,    4,  185}, {(  26.9764905,  347.9667017), (  31.7028909,  349.1822177), (  32.7437973,  354.5818723), (  29.4753632,  357.5545111), (  25.3947587,  356.1851547), (  23.9392254,  351.9175664)} 
184     21.0743930    4.2219039 {  469,  185,    4,  186,  470,   64}, {(  18.7997225,  0.0000000), (  22.9417284,  0.0000000), (  25.3947587,  3.8148453), (  23.9392254,  8.0824336), (  19.2783134,  8.5873167), (  16.6023009,  4.3431441)} 
185     21.0743930  355.7780961 {   65,  466,  183,    4,  184,  469}, {(  19.2783134,  351.4126833), (  23.9392254,  351.9175664), (  25.3947587,  356.1851547), (  22.9417284,  0.0000000), (  18.7997225,  0.0000000), (  16.6023009,  355.6568559)} 
186     28.4538901    7.2629556 {  184,    4,  182,  463,   66,  470}, {(  25.3947587,  3.8148453), (  29.4753632,  2.4454889), (  32.7437973,  5.4181277), (  31.7028909,  10.8177823), (  26.9764905,  12.0332983), (  23.9392254,  8.0824336)} 
187     33.2766362   72.0000000 {  188,  477,   67,  478,  191,    5}, {(  32.7437973,  66.5818723), (  37.0004884,  68.9670512), (  37.0004884,  75.0329488), (  32.7437973,  77.4181277), (  29.4753632,  74.4454889), (  29.4753632,  69.5545111)} 
188     28.4538901   64.7370444 {  481,   68,  477,  187,    5,  190}, {(  26.9764905,  59.9667017), (  31.7028909,  61.1822177), (  32.7437973,  66.5818723), (  29.4753632,  69.5545111), (  25.3947587,  68.1851547), (  23.9392254,  63.9175664)} 
189     21.0743930   76.2219039 {  484,  190,    5,  191,  485,   69}, {(  18.7997225,  72.0000000), (  22.9417284,  72.0000000), (  25.3947587,  75.8148453), (  23.9392254,  80.0824336), (  19.2783134,  80.5873167), (  16.6023009,  76.3431441)} 
190     21.0743930   67.7780961 {   70,  481,  188,    5,  189,  484}, {(  19.2783134,  63.4126833), (  23.9392254,  63.9175664), (  25.3947587,  68.1851547), (  22.9417284,  72.0000000), (  18.7997225,  72.0000000), (  16.6023009,  67.6568559)} 
191     28.4538901   79.2629556 {  189,    5,  187,  478,   71,  485}, {(  25.3947587,  75.8148453), (  29.4753632,  74.4454889), (  32.7437973,  77.4181277), (  31.7028909,  82.8177823), (  26.9764905,  84.0332983), (  23.9392254,  80.0824336)} 
192     33.2766362  144.0000000 {  194,  493,   72,  492,  193,    6}, {(  32.7437973,  138.5818723), (  37.0004884,  140.9670512), (  37.0004884,  147.0329488), (  32.7437973,  149.4181277), (  29.4753632,  146.4454889), (  29.4753632,  141.5545111)} 
193     28.4538901  151.2629556 {  195,    6,  192,  492,   73,  496}, {(  25.3947587,  147.8148453), (  29.4753632,  146.4454889), (  32.7437973,  149.4181277), (  31.7028909,  154.8177823), (  26.9764905,  156.0332983), (  23.9392254,  152.0824336)} 
194     28.4538901  136.7370444 {  499,   74,  493,  192,    6,  196}, {(  26.9764905,  131.9667017), (  31.7028909,  133.1822177), (  32.7437973,  138.5818723), (  29.4753632,  141.5545111), (  25.3947587,  140.1851547), (  23.9392254,  135.9175664)} 
195     21.0743930  148.2219039 {  502,  196,    6,  193,  496,   75}, {(  18.7997225,  144.0000000), (  22.9417284,  144.0000000), (  25.3947587,  147.8148453), (  23.9392254,  152.0824336), (  19.2783134,  152.5873167), (  16.6023009,  148.3431441)} 
196     21.0743930  139.7780961 {   76,  499,  194,    6,  195,  502}, {(  19.2783134,  135.4126833), (  23.9392254,  135.9175664), (  25.3947587,  140.1851547), (  22.9417284,  144.0000000), (  18.7997225,  144.0000000), (  16.6023009,  139.6568559)} 
197    -33.2766362  180.0000000 {  508,  201,    7,  200,  507,   77}, {( -32.7437973,  174.5818723), ( -29.4753632,  177.5545111), ( -29.4753632,  182.4454889), ( -32.7437973,  185.4181277), ( -37.0004884,  183.0329488), ( -37.0004884,  176.9670512)} 
198    -21.0743930  184.2219039 {    7,  199,  511,   78,  512,  200}, {( -22.9417284,  180.0000000), ( -18.7997225,  180.0000000), ( -16.6023009,  184.3431441), ( -19.2783134,  188.5873167), ( -23.9392254,  188.0824336), ( -25.3947587,  183.8148453)} 
199    -21.0743930  175.7780961 {  201,  515,   79,  511,  198,    7}, {( -23.9392254,  171.9175664), ( -19.2783134,  171.4126833), ( -16.6023009,  175.6568559), ( -18.7997225,  180.0000000), ( -22.9417284,  180.0000000), ( -25.3947587,  176.1851547)} 
200    -28.4538901  187.2629556 {  197,    7,  198,  512,   80,  507}, {( -29.4753632,  182.4454889), ( -25.3947587,  183.8148453), ( -23.9392254,  188.0824336), ( -26.9764905,  192.0332983), ( -31.7028909,  190.8177823), ( -32.7437973,  185.4181277)} 
